Provincia,Municipalidad,Participacion electoral municipal (2024),Pobreza Multidimensional (2021),Bienestar de Ninez y Adolescencia (2020),Desiguadad de Genero (2020),Grado de Madurez Urbanismo 2023,Grado de Madurez Alcantarillado Pluvial 2023,Grado de Madurez Alcantarillado Pluvial 2023,Salud,Habilidades y competencias,Dinamismo de mercados,Seguridad,Capital social,Transformación digital,Trámites ágiles,Transparencia municipal,Administración presupuestaria,Infraestructura de transporte,Conectividad vial,Sector laboral,Aprovechamiento de residuos recolectados, Cobertura del servicio  de recolección de residuos ordinario, Cobertura del servicio de recolección de residuos selectivo,Inversión en el servicio de recolección de residuos,Tratamiento de residuos valorizables,Inversión per cápita en protección del medio ambiente,Hogares con acceso a agua potable,Hogares con acceso a agua por tubería,Hogares con acceso a eliminación de basura,Inversión en servicios sociales y complementarios,"Inversión en servicios educativos, culturales y deportivos",Cobertura del servicio de aseo de vías y sitios públicos,Inversión en el servicio de aseo de vías y sitios públicos,Brecha de género en empleo
ALAJUELA,GUATUSO,0.4802,0.3459,0.5388,0.5696,0.3,No brinda el servicio,,0.5682927,0.399464153,0.26465011,0.875954149,0.55384444,0.031818182,0.674684586,0.6353949,0.559183228,0.191223881,0.677894383,0.531472224,0.029353171,0,0,0,0,0.029235044,0.957519116,0.959096978,0.418133269,1,0.9586,0,0,0
ALAJUELA,RIO_CUARTO,0.4687,0.4376,0.7254,0.2320,0.5,No brinda el servicio,,0.525677401,0.345453254,0.42339178,0.806111983,0.568096964,0.156060606,0.802116595,0.494594912,0.675059644,0.475320092,0.679217215,0.639344241,0.439336814,0,0,0,1,0.011163243,0.955406912,0.946859903,0.448160535,0.1274,0.9675,0,0,0.384323291
CARTAGO,CARTAGO,0.3403,0.2531,0.8116,0.3328,0.7,Básico,0.3,0.658964359,0.617472307,0.615845499,0.777339559,0.73430965,0.657575758,0.807994421,0.489068783,0.7705453,0.452586998,0.689939446,0.734126323,0.002277368,1,0.028566595,0.554670219,1,0.397103594,0.880313919,0.979155494,0.970145518,0.7298,0.7781,1,0.229184785,0.639884464
CARTAGO,PARAISO,0.3872,0.5350,0.8886,0.1897,0.5,No brinda el servicio,,0.60478488,0.536775591,0.448689703,0.90004167,0.59480768,0.295454545,0.667600358,0.617704192,0.800930235,0.332285654,0.68022126,0.715733812,0.004982593,1,0.1725,0.03371,1,1,0.90988449,0.978573318,0.980336831,0.4402,0.8529,1,0.018648621,0.48687412
CARTAGO,LA_UNION,0.252,0.5066,0.7242,0.3638,0.7,Inicial,0.1,0.66300979,0.525837268,0.451306862,0.869749414,0.70067297,0.389393939,0.733807741,0.394035796,0.795927681,0.606644365,0.688055718,0.765273959,0.034123188,1,1,0.091215803,1,0.130132919,0.867578348,0.971566952,0.977863248,0.5366,0.6519,0.093033983,0.040287326,0.799165362
CARTAGO,JIMENEZ,0.5109,0.6846,0.7241,0.1886,0.3,No brinda el servicio,,0.424174917,0.55801121,0.291402539,0.83049003,0.521493269,0.218181818,0.782077626,0.587156765,0.702814446,0.168182327,0.692990712,0.609878591,0.038170714,0.90199674,0.90199674,0.242743398,0,0.011807104,0.895612708,0.971255673,0.938880484,0,0.9334,1,0.79057832,0.191772731
CARTAGO,TURRIALBA,0.3558,0.6249,0.3834,0.2604,0.3,No brinda el servicio,,0.542130643,0.55717641,0.364280758,0.788529094,0.628941975,0.577272727,0.683838453,0.357280155,0.695933897,0.186228067,0.676639476,0.624238479,0.024249369,0.53443894,0.53443894,0.225679067,1,0.01009344,0.770410346,0.902464708,0.761130672,0.9945,0.7271,1,0.071161223,0.334196001
CARTAGO,ALVARADO,0.4278,0.4294,0.8084,0.1874,0.3,No brinda el servicio,,0.558825061,0.510114797,0.353306393,0.895711231,0.592085071,0.015151515,0.345517919,0.433562821,0.719315563,0.526103024,0.675050149,0.671636385,0.174741761,1,1,1,0,0.024298173,0.592854338,0.984295249,0.982528465,0,0.912087,0.81526877,1,0.338980127
CARTAGO,OREAMUNO,0.3211,0.4416,0.8672,0.4443,0.5,No brinda el servicio,,0.586262779,0.520961938,0.432377554,0.878412458,0.660069828,0.25,0.63633922,0.446827786,0.758224797,0.217705773,0.673259321,0.71235164,0.002482408,1,0,0,1,0.103616737,0.909880143,0.985357953,0.987107224,0.6678,0.9957,1,0.036326155,0.48896647
CARTAGO,EL_GUARCO,0.349,0.3725,0.8359,0.4361,0.5,No brinda el servicio,,0.661870905,0.507937392,0.439842221,0.81331436,0.709662187,0.390909091,0.581053569,0.300556262,0.607182471,0.398968332,0.63347368,0.742961896,0.005643455,1,0.309348512,0.250085977,1,0.040259282,0.927706815,0.982745937,0.919815422,0.5701,0.969,1,0.823519984,0.573993705
