,Provincia,Municipalidad,Partido,Candidato,Ganador,Votos,Participacion,Abstencionismo,doc_id,Transparency and Digital Government,Economic Boost,Security,Institutional Cooperation,Vulnerable Populations,Environment Protection,Strategy and Planification,Education,Municipal Administration,Entrepreneurship,Sustainability and climate change,Recreation,Residue Management,Youth Wellbeing,Mobility Infrastructure,Public Space Infrastructure,Municipal Roads,Sustainable Urbanism,Mobility and Transportation,Tourism,Community Engagement,Refurbishment of public spaces,Sustainable Water Management,Sports,Gender Equality,Budget Administration,Youth Problems,Culture,Agriculture and Livestock,Health,Taxes,Emergencies,Environment,Housing,Animal Welfare,Local election turnout,Multidimensional poverty,Children and adolescent welfare,Gender inequality,Urban maturity level,Grado de Madurez Alcantarillado Pluvial 2023,Rain drainage buildout level,Health_ind,Skills and competencies,Market diversity,Security_ind,Social capital,Digital transformation,Agile procedures,Municipal transparency,Budget administration,Transport infrastructure,Road connectivity,Labour sector,Collected waste utilization,Ordinary waste collection service coverage,Special waste collection service coverage,Investment in waste collection services,Recycled waste treatment,Environmental protection investment per capita,Households with access to safe drinking water,Households connected to water infrastructure,Households with access to waste disposal services,Investment in social and welfare services,"Investment in educational, cultural and sports services",Coverage of road and public site cleaning services,Investment in road maintenance and street cleaning services,Employment gender gap
260,SAN_JOSE,GOICOECHEA,PARTIDO_LIBERAL_PROGRESISTA,CAROLINA QUIROS RETANA,0.0,1069.0,0.2339,0.7661,SAN_JOSE-GOICOECHEA-PARTIDO_LIBERAL_PROGRESISTA,0.11166894031620557,0.07291909537754607,0.04526479581932411,0.09964839706426087,0.05241627808992068,0.010268354671141724,0.024170536488174677,0.07941959218346431,0.02328866555041659,0.03494834196473549,0.026328570355668605,0.021673321564177544,0.014531258274529914,0.020826199800982523,0.01856263658101741,0.013294472217077247,0.012161386557947766,0.020832046347063777,0.00795789802925015,0.020452273318750835,0.02020200984711258,0.02686183927931632,0.0009737129543943439,0.04031264042009666,0.04017991122796807,0.0030830361012813153,0.009896859614854474,0.053423578625444994,0.0010159880166068125,0.03367925199527181,0.0077176323586191494,0.012640492183340745,0.0011613780455031785,0.01293025214916542,0.005288356609368265,0.2339,0.5878,0.7323,0.1543,0.9,Intermedio,0.5,0.661182812,0.495002855,0.430569706,0.801685324,0.678617929,0.372727273,0.777048017,0.557097131,0.675464673,0.565263929,0.66895021,0.77788991,0.007115253,1.0,0.447973426,0.081856211,1.0,0.123102376,0.952642129,0.948298903,0.964251907,0.8468,0.8499,0.995373685,0.0,1.0
261,SAN_JOSE,GOICOECHEA,PARTIDO_NUESTRO_PUEBLO,FABIO RODOLFO VARGAS BRENES,0.0,987.0,0.2339,0.7661,SAN_JOSE-GOICOECHEA-PARTIDO_NUESTRO_PUEBLO,0.08289014064815892,0.027987366697958333,0.08432691305697651,0.0643442341019162,0.026656078019368222,0.036968122702153286,0.015021590935563049,0.13267760467793802,0.007033183591231546,0.052732737710525446,0.009097497001068653,0.04998009773195765,0.04554506639346139,0.03736100375622469,0.0055647708779794905,0.04800907764438904,0.03135356239042837,0.008290255505899536,0.015607674267422683,0.0100902534767354,0.009444144922086483,0.017204317815488163,0.006551262413424449,0.07073039803025595,0.0,0.007419163806202284,0.006220976902955589,0.02982610145782974,0.012225943628584845,0.0,0.004670608513984439,0.010341953963162015,0.019926628457281322,0.010063363134956323,0.0038379057664319777,0.2339,0.5878,0.7323,0.1543,0.9,Intermedio,0.5,0.661182812,0.495002855,0.430569706,0.801685324,0.678617929,0.372727273,0.777048017,0.557097131,0.675464673,0.565263929,0.66895021,0.77788991,0.007115253,1.0,0.447973426,0.081856211,1.0,0.123102376,0.952642129,0.948298903,0.964251907,0.8468,0.8499,0.995373685,0.0,1.0
262,SAN_JOSE,GOICOECHEA,PARTIDO_PROGRESO_SOCIAL_DEMOCRATICO,ALEXANDER ENRIQUE CASCANTE ALFARO,0.0,1409.0,0.2339,0.7661,SAN_JOSE-GOICOECHEA-PARTIDO_PROGRESO_SOCIAL_DEMOCRATICO,0.12516380740122227,0.02234429057518832,0.02847817176302429,0.07596496131060192,0.11136919523720376,0.013942767242762968,0.03198876324469321,0.04117258813844094,0.009963512456916419,0.018360847005538136,0.009897990591616336,0.024105141209599584,0.03261318216428512,0.03853519660401048,0.019826184057171497,0.06190486534628551,0.0556381418106794,0.02120808446189115,0.010517460658987614,0.0022400169100104013,0.006231965266171344,0.013624662753979841,0.006006282545142194,0.03812223379203375,0.030971875704100166,0.0387382476352352,0.005935539542292972,0.014250566557863222,0.001077245277162763,0.06787393064652626,0.001540488318551016,0.005184022448111083,0.0014099438760532257,0.012006672458175112,0.00179115498847252,0.2339,0.5878,0.7323,0.1543,0.9,Intermedio,0.5,0.661182812,0.495002855,0.430569706,0.801685324,0.678617929,0.372727273,0.777048017,0.557097131,0.675464673,0.565263929,0.66895021,0.77788991,0.007115253,1.0,0.447973426,0.081856211,1.0,0.123102376,0.952642129,0.948298903,0.964251907,0.8468,0.8499,0.995373685,0.0,1.0
263,SAN_JOSE,GOICOECHEA,PARTIDO_UNIDAD_SOCIAL_CRISTIANA,CARLOS LUIS MURILLO RODRIGUEZ,0.0,3214.0,0.2339,0.7661,SAN_JOSE-GOICOECHEA-PARTIDO_UNIDAD_SOCIAL_CRISTIANA,0.07482468523655976,0.08259295487917091,0.08304504712701836,0.08856958859621362,0.04445733738318125,0.014390611240760222,0.011789955413044343,0.07726963064119084,0.01030047129573068,0.08477073151595356,0.015257213417968069,0.024566888161169906,0.01599397493571334,0.01573477136005191,0.0,0.03478301037053811,0.03281566406531154,0.005026082429865017,0.0,0.006864349827144222,0.022971003956542144,0.016707774761516414,0.0,0.10639908225687307,0.016934432901620198,0.008800915913831833,0.003786293637583322,0.02898030749065858,0.0,0.030750345145802785,0.007707948472923661,0.006064831808747896,0.0,0.015681763687076015,0.012162332070238431,0.2339,0.5878,0.7323,0.1543,0.9,Intermedio,0.5,0.661182812,0.495002855,0.430569706,0.801685324,0.678617929,0.372727273,0.777048017,0.557097131,0.675464673,0.565263929,0.66895021,0.77788991,0.007115253,1.0,0.447973426,0.081856211,1.0,0.123102376,0.952642129,0.948298903,0.964251907,0.8468,0.8499,0.995373685,0.0,1.0
264,SAN_JOSE,GOICOECHEA,PARTIDO_UNIDOS_PODEMOS,WILLIAM FALLAS BOGARIN,0.0,1558.0,0.2339,0.7661,SAN_JOSE-GOICOECHEA-PARTIDO_UNIDOS_PODEMOS,0.11006710969675128,0.030693050798216277,0.06464397144295626,0.048366398515238496,0.10865311554414797,0.04561987055883418,0.0,0.10667354175059478,0.0351797939698026,0.03580652263099635,0.010384699252288531,0.0,0.0,0.03105857998532317,0.026067888999152605,0.024126973555987908,0.0037517573515242807,0.0,0.023407004738265506,0.0,0.06101207455453913,0.009927827661695914,0.0,0.0421090570088443,0.04414221877908828,0.026848595255116646,0.03319949450755611,0.023491087146594106,0.0,0.01557073094874745,0.014288973520328365,0.003739488121227916,0.0022550535090054887,0.010476290356388373,0.008438829840787733,0.2339,0.5878,0.7323,0.1543,0.9,Intermedio,0.5,0.661182812,0.495002855,0.430569706,0.801685324,0.678617929,0.372727273,0.777048017,0.557097131,0.675464673,0.565263929,0.66895021,0.77788991,0.007115253,1.0,0.447973426,0.081856211,1.0,0.123102376,0.952642129,0.948298903,0.964251907,0.8468,0.8499,0.995373685,0.0,1.0
265,SAN_JOSE,LEON_CORTES_CASTRO,PARTIDO_LIBERACION_NACIONAL,KATTIA PATRICIA VALVERDE PORRAS,0.0,1810.0,0.425,0.575,SAN_JOSE-LEON_CORTES_CASTRO-PARTIDO_LIBERACION_NACIONAL,0.17018290319338308,0.03301616994748277,0.0672108739993462,0.07153145205309387,0.0291845689425701,0.06425135795046188,0.0,0.008421714214781285,0.05168107891644912,0.03984578398236244,0.0,0.006349431817961582,0.014820310703732978,0.03742598050809758,0.017655248411856027,0.0,0.02747339254263737,0.015650278853538892,0.0032525420652213125,0.0041332932658682195,0.04040628067984659,0.01838985298544407,0.02458494768787934,0.0885786948896689,0.02010384987951242,0.0,0.011931392283695245,0.09594964072166175,0.0,0.004524283591304363,0.004251387301397516,0.022793777517247888,0.0,0.0,0.006399511093497224,0.425,0.4538,0.6524,0.1897,0.3,Inicial,0.1,0.651482077,0.607788257,0.243779246,0.91580598,0.494775974,0.03030303,0.770517919,0.307308004,0.644617916,0.225482597,0.642321007,0.618204412,0.099714017,1.0,1.0,0.367812544,1.0,0.037910041,0.879568264,0.96951335,0.71747775,0.0,0.1758,1.0,0.422259917,0.132538518
266,SAN_JOSE,MONTES_DE_OCA,PARTIDO_COALICION_SOMOS_MONTES_DE_OCA,JOSE RAFAEL QUESADA JIMENEZ,0.0,1611.0,0.27,0.73,SAN_JOSE-MONTES_DE_OCA-PARTIDO_COALICION_SOMOS_MONTES_DE_OCA,0.12988906621299115,0.06424153960748571,0.04993320900609275,0.07537100955846149,0.12025527371234011,0.015575736066204651,0.010677202087322622,0.04505218190756256,0.008854332355788799,0.022748458049163322,0.03621473855483993,0.030884314426653896,0.008734679142221643,0.018824705692797126,0.05853228203631119,0.023299160337966945,0.019959783421385883,0.012248881480476126,0.0034913398069112995,0.0024449981165375672,0.017786835744860223,0.015521152976134859,0.013567438128057519,0.017949432322926076,0.05183973751795512,0.006468477099350728,0.008859442749331972,0.041264993381923805,0.0019192749326411471,0.03343462426942233,0.003697929462071763,0.004489211801902979,0.0036039244078707564,0.009286629064416936,0.013078004561619018,0.27,0.4741,0.7287,0.1131,0.5,Inicial,0.1,0.892789434,0.702011568,0.484343917,0.643018087,0.703102028,0.515151515,0.589015359,0.759203272,0.803820167,0.207093497,0.596715587,0.807112418,0.059108898,1.0,1.0,0.09431458,1.0,0.089691137,0.899275181,0.932600183,0.952678497,0.9291,0.9018,1.0,0.106040418,0.955309231
267,SAN_JOSE,MONTES_DE_OCA,PARTIDO_EN_COMUN,MARIO ALBERTO RUIZ SALAS,0.0,1554.0,0.27,0.73,SAN_JOSE-MONTES_DE_OCA-PARTIDO_EN_COMUN,0.13465404475456136,0.03737149517756568,0.02834245281056232,0.059088280306127124,0.07849539249884616,0.04725049736687925,0.04113023438187906,0.024815229281615444,0.02425977147473631,0.02221133334408576,0.043068719572566125,0.014329553714716252,0.029034446531088956,0.01553409296304436,0.027565395252263945,0.00802660766715256,0.020947360349394366,0.0251005249428919,0.0006992065324757607,0.026486933936242494,0.035612153185525894,0.04135013505416667,0.008330767539069814,0.012295051805590458,0.036341441010212416,0.003556663066401849,0.0034253339241635482,0.05943140616588596,0.0,0.01439759962358442,0.005807028165027902,0.009063632606950542,0.013201179605765476,0.007709699320520758,0.04106633606843914,0.27,0.4741,0.7287,0.1131,0.5,Inicial,0.1,0.892789434,0.702011568,0.484343917,0.643018087,0.703102028,0.515151515,0.589015359,0.759203272,0.803820167,0.207093497,0.596715587,0.807112418,0.059108898,1.0,1.0,0.09431458,1.0,0.089691137,0.899275181,0.932600183,0.952678497,0.9291,0.9018,1.0,0.106040418,0.955309231
268,SAN_JOSE,MONTES_DE_OCA,PARTIDO_LIBERACION_NACIONAL,JULIO ANDRES TELLES MADRIGAL,0.0,1570.0,0.27,0.73,SAN_JOSE-MONTES_DE_OCA-PARTIDO_LIBERACION_NACIONAL,0.042808813881878925,0.05068498274106253,0.0522555723432011,0.11617385511605063,0.056906404424538766,0.05838423481604436,0.003758116600895387,0.08458460345050964,0.0036912656709592716,0.020361672208395753,0.04795821303396665,0.01507445653046453,0.011770219401620041,0.011854243067079695,0.009864766021821658,0.011235383102624836,0.017111681121636777,0.14091164698983802,0.015504452644704117,0.002039695069853559,0.005892951248441202,0.028074918975088233,0.012595800464321478,0.027764190000247182,0.0136821251373609,0.002490889768271052,0.008584334863165349,0.04000456752444646,0.02201733109963306,0.016573908289169735,0.020686121552222304,0.008830081814715823,0.005359511924456094,0.002144499328896511,0.01236448977241837,0.27,0.4741,0.7287,0.1131,0.5,Inicial,0.1,0.892789434,0.702011568,0.484343917,0.643018087,0.703102028,0.515151515,0.589015359,0.759203272,0.803820167,0.207093497,0.596715587,0.807112418,0.059108898,1.0,1.0,0.09431458,1.0,0.089691137,0.899275181,0.932600183,0.952678497,0.9291,0.9018,1.0,0.106040418,0.955309231
269,SAN_JOSE,MONTES_DE_OCA,PARTIDO_LIBERAL_PROGRESISTA,GABRIELA BOLANOS GAMBOA,0.0,638.0,0.27,0.73,SAN_JOSE-MONTES_DE_OCA-PARTIDO_LIBERAL_PROGRESISTA,0.190753511668692,0.0470390155886834,0.11709324109632498,0.0555352549869338,0.02401425259952152,0.050925820660951075,0.024790785151234045,0.03343850431101605,0.019780159638485395,0.01016090869702994,0.039638423465321794,0.007044762120362478,0.03952076965465916,0.0026593342617349685,0.00920616788267059,0.041830626947992555,0.024804025185379507,0.053955713569313835,0.0,0.036682279110619845,0.05976072832269806,0.021602233987277935,0.0,0.022479268989121868,0.0,0.004940334260685368,0.0,0.03423970171518329,0.0,0.011662494102676774,0.0,0.0,0.007441504924183808,0.0039863787148799795,0.005013798386366002,0.27,0.4741,0.7287,0.1131,0.5,Inicial,0.1,0.892789434,0.702011568,0.484343917,0.643018087,0.703102028,0.515151515,0.589015359,0.759203272,0.803820167,0.207093497,0.596715587,0.807112418,0.059108898,1.0,1.0,0.09431458,1.0,0.089691137,0.899275181,0.932600183,0.952678497,0.9291,0.9018,1.0,0.106040418,0.955309231
